5.319723965,4.491407499,4.739679441,5.317243356,4.528296244,5.756036204,5.470379892,4.503499181,5.175021672,4.935902143,4.936120743,4.11141609,5.18240114,5.042582312,5.098690046,4.882077227,4.318098109,4.742791627,5.124744799,5.000316859,4.83890382,4.205952883,4.595256667,4.461378581,4.360273698,4.666009571,4.628822837,4.113514829,4.279306825,4.431197361,4.428706776,4.308815368,4.460247758,4.091092054,4.057415244,3.965438447,4.520388307,4.335632983,4.007909403,4.327040404
6.232110971,6.322086633,5.959399241,6.042818428,5.627239667,6.498908486,6.605512963,5.730755252,6.077778871,6.090531727,5.84060088,5.773727754,6.363763809,6.069159233,6.367902121,5.920120717,5.911876309,6.008356507,6.239920116,6.544565415,5.218929982,5.956796139,5.662256193,5.687736229,5.753528281,5.713487928,5.650592983,5.629019442,5.605019104,5.562377312,5.658851739,5.772912049,5.926978766,5.6439234,5.727056965,6.419353668,6.223180105,5.772026781,5.595858759,5.86943008
6.321985533,5.507586707,5.639514052,6.668228955,6.138208552,6.316572239,6.794324288,5.664111068,5.969195789,5.596603025,5.977715812,5.310226043,5.996838633,5.746184996,6.396619074,5.882722879,5.942045228,5.820068639,5.645696848,5.983010916,5.392620552,5.566530021,6.398414863,5.931546021,5.544250011,5.190403794,5.951799652,6.06711781,5.356741755,5.306407926,5.56795436,5.473687795,5.42320352,5.296671722,5.974957512,6.127339102,5.875759405,5.774349026,6.304003892,5.392087007
7.481706665,6.95350934,6.669211401,7.287244246,6.730899845,7.159629381,7.37944137,6.383405041,7.35507542,7.08118428,7.04156058,6.903341978,7.67200939,7.234121742,7.910691625,7.022084835,6.780372001,7.113605674,6.717814118,7.173737684,7.50043618,7.018936122,7.208180079,6.921102007,6.596985643,7.300197272,7.535041017,6.040954888,7.276080878,7.375048261,6.259487635,6.607584629,6.788373069,7.024320917,6.19562547,6.146272661,7.093961544,6.800106261,6.306260674,6.616235485
5.728824478,5.53712198,5.631295997,6.100997723,6.149973661,6.431929343,5.887523482,5.845280579,5.223215898,5.564267349,5.110543319,5.389632237,5.50865819,5.705395684,5.849986176,6.219014269,5.605610074,5.93986363,6.072495502,6.776198856,5.56211925,5.283435035,5.526927912,5.668837001,5.944582499,5.707232437,5.861083992,5.406118437,5.241586002,5.374084907,5.571918774,5.213416923,5.974704527,5.856131001,5.572053952,5.591192809,5.781673475,5.906141904,6.11873967,6.324864749
7.396172904,7.615005276,7.289477133,6.645324608,9.234685541,8.152223677,7.84783815,9.384097648,9.362816012,8.341892646,7.718473679,7.178917555,7.601604154,9.346435687,8.391642846,8.859568129,8.125450832,9.485270825,8.989642196,7.792175988,7.403318624,7.812618164,7.296082215,7.025580069,8.69273286,8.068901062,7.408199229,7.750928746,7.702041251,8.077981152,7.867271147,7.921999711,8.052684223,7.738810862,8.021944024,6.456614917,7.444703305,8.884186397,6.731850607,7.250287292
8.494873549,8.703800958,9.225365458,9.442229516,9.235644031,8.790580975,9.025043803,9.093184767,9.135521002,9.009838543,9.490002781,8.99505797,9.334224016,8.714181377,9.098104174,8.690820889,8.420471667,9.119387264,8.57761205,8.93728176,9.453940076,9.135410646,9.677582541,9.748727599,9.598023165,9.059880894,10.17954155,9.551643567,9.849572481,9.862491828,9.251413582,9.076322277,9.432525323,9.467095455,9.456212309,9.232401673,9.25685707,9.594852824,9.622161164,9.257853295
5.210911317,5.025294176,4.93881161,5.140148175,5.11414158,4.992295506,4.903306222,4.975252611,4.736825528,4.912314766,4.688230526,5.541135074,4.526373737,4.686444215,4.996541661,5.123125833,4.589249008,5.111032115,5.108595327,5.345147165,4.757955613,5.019368389,4.894995135,4.775674179,4.921849827,4.627561328,4.815133208,4.642510166,4.741631853,4.777330668,5.053963605,5.011254482,5.025563989,4.944466708,4.879570364,6.008075922,4.864984647,4.752891231,5.096823717,4.892232426
8.348614331,8.851087155,8.688012272,8.669737413,8.11160529,8.584992307,8.509020264,8.157881161,8.244730277,8.53394908,8.578555749,8.722478217,8.85677244,8.70798664,8.648009423,8.654120676,8.924923764,8.220251747,8.306999385,8.110778446,8.709020617,8.815094112,9.35789776,8.880844343,8.344896502,8.794288818,8.601877553,8.302012226,8.535419387,8.9154951,7.878745645,8.433460102,8.31974039,8.563476088,8.518376947,7.998455053,9.136261755,8.68713051,8.089851485,8.365599423
9.019257404,10.03560296,9.997594585,9.94194829,9.692292337,9.450990843,9.717882854,9.71405906,9.405332234,9.922467535,9.839068029,10.08840638,9.884419425,9.986880333,9.385101426,9.817610896,10.38000216,9.75585359,9.358620321,9.566173279,9.418356729,10.05249834,9.627039161,9.797115301,9.667358706,9.665517219,9.918494914,9.842826916,9.299182872,9.642391708,9.264735588,9.850632121,9.317191619,9.935851061,9.516085813,9.084875396,9.79267113,9.497422821,9.290946168,9.960505406
