4.903820392,4.758767711,4.890819,5.431987844,4.453691416,4.575550414,4.680006133,4.750236517,4.381465207,4.925308183,4.890453984,4.503457952,4.840844434,4.987102118,5.462545451,5.204178772,5.349689733,4.974300039,4.529175625,5.022444779,4.20360851,4.86168049,4.73091219,4.900653392,4.476227435,5.225631588,4.817626239,5.305385478,5.510590258,4.870797861,5.359129844,4.620605181,5.194192915,4.950367487,4.666009571,4.589389128,5.707079811,5.041209622,4.275301802,4.834593497,5.112864959,4.815382996,5.464148593,5.841983264,5.265599074,5.131583732,4.425897784,4.545282244,4.310090638,4.501496092,4.675673746,4.54848581,4.091624963,4.617018934,4.750993154,4.588721526,4.934722447,4.472629498,5.19779487,4.82044659,4.057489989,4.267599155,4.003637978,4.129399511,4.261055298,4.582357793,4.262993559,4.18807001,4.418256458,4.15798463,4.248911051,4.488808696,3.958844997,4.508308378,4.105302341,4.09087383,4.740850621,4.866783519,4.364974482,4.076781292,4.710764714,4.666978614,4.214075953,4.104977119,4.887739643
6.293963648,5.953735239,6.181981397,6.377178363,5.703262117,5.589444001,6.161454069,6.364042716,5.96674092,6.291772648,6.562005672,5.445354668,6.211443988,6.232618467,6.719138165,7.314888001,6.073187673,6.311513044,6.019476063,6.452340211,5.620890462,5.989731938,6.037891672,5.84608528,5.964553156,7.177818781,7.327999051,7.438454997,6.993178784,6.319025181,6.975433609,6.667674614,5.909196029,5.728177328,5.697209349,5.934196913,6.472142212,6.123240926,5.736100723,5.781540538,5.940528429,5.838757177,6.539395794,7.523655614,6.239090184,6.915741868,5.622775015,5.495638297,6.029403628,5.476107683,5.508529454,5.581842637,5.868088463,5.841841367,5.768456987,5.891706174,6.274944454,5.990088561,6.003224651,6.118932069,5.869231085,5.887691056,5.731469071,6.010815118,7.013521579,6.082128133,6.026986079,6.322889117,6.834798254,6.740832433,6.360994349,6.392170239,5.791816853,6.93366821,6.297589886,6.280674865,6.304144833,6.184309466,5.836921931,5.81644303,6.055052985,6.791194315,6.285157361,6.357935736,6.368611048
6.360982055,5.795939382,5.734939631,5.721430726,5.507197925,6.106228134,6.103145479,6.283440028,5.452628548,5.650730273,5.751184481,5.658849105,5.85071072,5.93131007,6.735177255,6.345151084,6.406037203,6.578780991,5.355180836,6.015358662,5.809536692,5.260015665,5.564669793,5.257921173,5.944720169,6.408846027,6.132843543,6.311009417,5.883677421,5.744002222,6.359098241,5.587420035,6.044483553,6.326372168,5.893234566,6.269879342,5.791527733,6.538466507,6.227088279,6.060573447,6.232962774,6.010811247,6.795469576,6.262417366,6.697103113,6.719180637,6.043953333,5.284205177,5.834116818,5.373881282,5.747002275,6.360524189,5.377287738,5.280403564,5.285102989,5.720129739,5.661432946,6.220367185,6.219577061,5.325035462,4.701189649,5.228786285,4.985651846,5.352588227,5.29300393,5.700614396,6.046720102,5.791228948,5.882854264,6.444483112,5.660842702,5.558044045,5.323899126,5.938883721,6.298838044,6.152808634,5.834583727,5.124825996,6.050091089,5.913527444,5.884526764,5.607653228,6.293008258,5.352165893,5.753422758
7.185946737,6.908798144,6.782161597,7.355786686,7.729350159,7.560319938,7.44046674,6.828434426,6.919333964,7.329522857,6.651603968,6.70255042,7.445208966,7.491195282,7.306099508,7.804326049,7.573110449,7.855555272,6.915932492,7.086167353,7.390333491,7.340355733,7.000674629,6.788751332,7.084244145,7.389238765,7.620191905,7.380699907,7.049479481,7.76623942,7.018936122,6.888710967,7.519896808,7.81971184,7.298273134,6.333957922,7.513192635,6.713156098,6.186919113,7.819698958,8.072691588,7.754401983,8.099221099,7.266293739,6.941908733,7.337377082,6.629574297,7.123538588,6.773555086,7.265742174,6.509892555,6.159218492,6.592008352,7.056512255,7.389878578,6.882686897,6.799268531,6.27106847,7.254881738,7.496379365,7.016221372,7.00856525,7.415691782,6.441111308,6.7179432,7.258009054,6.483647351,6.777721943,7.04140647,5.759848059,7.162875031,7.012089751,6.784221482,7.322550965,7.088818473,7.018936122,5.87968596,6.266474717,6.589841825,6.239963257,6.204093348,6.709029423,6.691831427,6.65408935,5.942761503
5.875944563,5.586596343,6.152722757,6.64808255,6.464716358,5.744897873,6.14724495,6.67949408,5.727349924,6.298478906,6.201801962,5.758530063,6.266029978,6.070002667,6.685735982,6.16964542,6.227491528,6.153399697,5.643209518,6.524370472,5.309842967,6.100960842,5.892578326,6.212868538,5.314504575,6.008997912,5.856358337,5.851311478,5.993345665,5.342928451,6.441336894,5.751131875,5.479719478,5.464713696,5.239855951,5.643697008,6.14964914,5.593264663,5.698585876,5.483536612,5.873770154,5.606430761,6.101038503,6.228113996,6.40158041,6.28067442,5.742281318,6.086445431,5.390428287,5.281178273,5.663814623,6.329006161,5.79832097,5.522593078,6.233951078,6.300996629,6.300282893,6.263525429,6.024351746,7.043498997,6.130943383,5.893418005,6.021737409,6.063585463,6.518041256,5.438899775,5.675593782,5.397743214,5.485997805,6.689940112,5.303776119,5.689921526,5.634863302,6.039890061,5.624155289,5.704063478,6.153728538,6.390944438,5.077391204,5.221238444,5.096446315,6.540664835,5.319283152,5.564398621,5.915266817
7.787199268,7.92488369,8.332295121,7.949710681,7.902019898,7.79372096,7.434589297,6.431512544,7.338408575,7.438229083,7.268680382,6.789694727,7.812853098,7.427112312,7.180175027,6.937645761,9.352565336,6.715771045,7.623836731,7.291882972,6.303459808,8.463387396,7.503366246,8.278706893,6.814601776,7.623437293,7.843763824,7.215745037,6.360470363,6.993631993,6.781886034,7.429303999,6.636003576,6.622711482,6.875787975,5.867333868,7.556354504,6.980776945,6.33494952,6.838372375,5.967834877,6.816175611,7.175612376,6.4827297,6.419640126,7.105404884,7.346049648,9.966397843,6.655192135,7.373955307,8.481886055,6.094889209,7.541126081,7.116533428,7.03955451,7.101483151,7.075276673,8.030471494,7.409011995,7.644391522,7.171763396,7.207488309,6.858373868,9.271117545,6.253482013,6.536906632,7.08182363,5.959893191,6.317040939,5.788667234,7.076517572,5.831712435,5.694737823,6.108650451,6.68687289,5.899655447,6.048575157,5.570523917,5.98370336,6.185884401,6.236254448,5.99074746,6.390902306,7.313895418,5.841300825
9.006733303,9.035616333,8.939143925,9.064330509,8.422337343,8.745421715,9.097349928,9.484861025,9.063659509,9.358570747,9.27428755,9.19548425,9.030260429,8.373901321,8.070523023,8.109412586,8.401003611,8.462876853,8.311957497,8.386603386,8.073654843,8.52087356,8.556690737,8.83064264,7.684922359,8.531398118,8.710707068,8.669296584,8.59676915,8.465191086,8.158497044,8.509055369,9.442615185,8.035649816,8.617000178,9.578464074,8.06344248,7.823647873,8.540395787,8.439600138,8.555644572,8.316367338,8.275976594,9.317561874,8.670380229,7.818909801,9.468017218,9.362000647,9.409191334,9.620981388,9.210122602,9.136034474,9.270151172,9.535228106,9.47139429,8.981217867,9.289927145,9.546777333,8.978987457,8.822690193,9.385155263,9.565969956,8.965405693,9.386848871,8.238063597,8.830437052,9.928831087,9.045504386,8.861411947,8.303371493,8.575040004,9.338952246,8.963974319,9.466994145,8.844459775,9.116801481,7.995992327,9.112791229,9.494331702,9.85882635,9.583034364,8.570691059,8.831338906,9.287387377,8.405558581
5.308226287,4.824835729,5.005807654,5.080317627,4.887133006,5.089447948,5.568778935,5.323985517,5.149131008,5.695829275,5.634432325,5.143375556,5.350328725,4.890788903,4.81586123,4.990683056,4.938665502,4.973577884,4.833410462,4.964585815,4.849844365,4.703756414,4.958392376,4.760606696,4.882358256,5.105263851,4.949766319,4.826642443,5.031661126,4.70942498,4.913910827,4.76479141,4.90180562,4.686877767,4.826926724,4.862284669,4.79404979,4.706320396,4.739350144,4.891042476,4.886893838,4.667017933,4.66867634,4.86566381,5.087312055,4.788647888,4.746343605,4.888387281,5.36666323,5.060186607,5.005282626,4.932089935,5.070118875,5.216035694,5.315182406,5.142305244,5.413850809,4.940169,4.769490492,5.066155279,4.918658338,4.854675809,4.967872308,5.303945223,6.069331425,5.067724401,5.295212298,5.217387716,5.154984118,5.293432675,5.260087866,5.878915488,5.088385996,5.482378338,4.936850323,5.498631662,5.773787543,6.520869222,5.037954534,5.288961697,5.030337319,6.414533181,5.33656475,5.242949321,5.932254688
8.322248976,8.779698006,8.303741071,8.289612819,8.344374013,8.558876266,8.221134686,8.209998399,8.022486308,8.413601683,7.330086081,8.108769441,8.13352072,8.341417156,8.481506017,8.4851633,8.025910027,8.676636713,9.37643649,8.337118551,8.982385162,8.689736758,8.631186154,8.457075276,9.187522593,7.998216583,7.951291531,8.486542387,8.31950285,8.989341273,8.213492387,8.346400445,8.65854068,8.369842654,8.306051394,8.365599423,8.317520754,8.974697585,8.821858743,9.063550257,8.716098343,9.026952601,8.623619376,7.983766102,8.373296623,8.188570185,8.656364375,8.408102099,8.255834918,8.412913329,8.059288183,8.708482162,8.34732914,8.389359895,8.167600632,8.986276777,7.624695073,7.702961275,8.738397616,8.272571856,8.035892492,7.985438225,8.518293193,7.872129624,6.635875822,8.231449341,7.963008522,7.484004001,8.21359135,7.549301444,8.204863412,8.071328248,7.928638047,7.577142764,8.376657005,8.27456451,7.678404353,7.889922813,8.348029947,7.535674967,7.906391186,6.297051296,8.207291031,6.940781685,7.71431633
9.423685349,9.612733059,9.476835988,9.315823334,9.641281891,9.458905418,8.970463061,9.724271055,9.609341255,9.478635846,8.974628679,8.994795304,8.819427252,9.657248612,9.755070486,9.720642351,9.449884692,9.728362668,9.672445834,9.398303393,9.46399922,9.796235394,10.0263398,9.097318914,9.660148277,9.593225058,9.529670878,9.347689245,9.576148067,9.647447859,9.745762184,9.344480723,9.580802837,9.757224908,9.756333299,9.946004958,9.731414835,10.51734031,8.742706457,9.551245982,9.757534184,9.694758248,9.528047558,9.3702133,9.485154164,9.597133614,9.427267061,9.49559666,9.320321594,9.482912559,9.205491679,9.435010419,9.686237961,9.555385366,10.01630992,9.104689841,9.711916183,9.694266763,9.890663412,9.626512744,8.924473126,8.917367335,10.02576612,9.296838675,8.552792133,9.265416568,9.456849049,9.424356042,9.281447766,9.096292367,9.501153554,10.28822642,9.734644786,9.115926335,9.28424414,9.565431741,9.404047015,8.800865409,9.251258597,8.681879162,8.914838323,8.90284776,9.568935464,8.934800939,9.525063954
